OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
15-1799,MS,78130,*,*,*,*,*,*,*,*,*,*
15-2031,MS,61420,57060,51910,59680,68250,56820,55470,50860,*,*,38630
17-0000,MS,60640,60210,57190,55570,52620,51040,50680,49260,47410,45920,43090
17-2061,MS,77220,86040,87830,82600,75320,74310,66980,73560,66660,55460,50050
17-2112,MS,65160,64570,67550,65580,59620,52840,52340,49850,47810,48700,45940
17-3026,MS,47950,47390,43400,46220,49700,44890,43780,37960,34020,33530,33170
19-0000,MS,55100,53900,54680,53560,49710,48280,47460,43790,42130,41950,39600
25-1021,MS,58570,64750,63830,61560,57730,56810,54340,54610,52560,51300,52130
27-0000,MS,37410,39020,39820,37570,34330,31760,31000,29960,28460,28400,28170
27-1014,MS,45200,42070,42020,40070,*,34860,31450,42520,39940,*,33380
27-1024,MS,34320,34610,36080,36440,35760,32200,32420,32340,30840,29700,29050
27-3042,MS,42380,44220,47630,49120,50250,47990,39040,43210,41330,39540,36520
29-2071,MS,27230,26460,26850,26260,25670,24720,23610,23250,21380,20210,20440
41-4011,MS,65120,66250,72730,71550,59980,56030,52640,56970,53560,53770,47170
43-9011,MS,33590,33930,31200,30570,27490,26340,26750,26260,27400,25560,24650
43-9021,MS,24990,24340,23660,21930,22220,20880,20880,20140,19350,19360,18700
43-9031,MS,34170,37540,33010,37770,27530,25110,27770,24740,26080,24560,21710
45-0000,MS,28250,26280,27870,27570,26250,22290,22270,22170,21020,22240,22030
49-2011,MS,35050,35600,34230,31560,32130,32410,32850,32440,30520,29680,28880
51-4011,MS,34520,33250,28620,26210,25210,26110,26210,25050,24860,24730,23670
51-4012,MS,36030,39520,35890,39010,37450,38010,36880,32080,31700,31330,30990
11-3021,MO,108910,104530,102260,97230,96390,94990,91910,84390,76770,71950,69810
13-0000,MO,59620,57930,57780,55740,53860,51860,51020,50410,47850,44910,43800
13-1081,MO,66430,66140,65780,63010,55290,55700,55000,*,*,*,*
13-1111,MO,76140,71010,71380,68700,69220,67400,64820,66130,61870,56150,53430
15-0000,MO,69300,67340,65700,63400,62050,61680,60830,58630,56480,55510,53770
15-1011,MO,*,69460,77220,76610,89850,83940,82400,83020,74190,65250,66340
15-1021,MO,*,68490,66950,65280,62510,61230,59830,57820,59460,59270,59230
15-1031,MO,*,78380,76060,73550,72620,74330,73690,75620,68320,66760,65180
15-1032,MO,*,77980,78380,76570,73610,73270,72400,70600,66890,66210,64740
15-1041,MO,*,43250,43140,41620,40430,38980,38950,39520,40430,39840,38440
15-1051,MO,*,72060,72020,68280,68130,66990,66340,61300,58720,58420,55540
15-1061,MO,*,65320,61020,57280,58300,58500,58330,56680,56550,55800,54820
15-1071,MO,*,67220,63200,61510,59510,57330,56840,55070,52660,51300,48670
15-1081,MO,*,80490,74790,65830,61960,58260,59160,57820,59300,61570,53120
15-1099,MO,*,75840,74510,72460,67150,52700,52060,*,*,*,*
15-1111,MO,86470,*,*,*,*,*,*,*,*,*,*
15-1121,MO,75590,*,*,*,*,*,*,*,*,*,*
15-1131,MO,70150,*,*,*,*,*,*,*,*,*,*
15-1132,MO,81230,*,*,*,*,*,*,*,*,*,*
15-1133,MO,79230,*,*,*,*,*,*,*,*,*,*
15-1141,MO,70570,*,*,*,*,*,*,*,*,*,*
15-1142,MO,67720,*,*,*,*,*,*,*,*,*,*
15-1150,MO,44140,*,*,*,*,*,*,*,*,*,*
15-1179,MO,81980,*,*,*,*,*,*,*,*,*,*
15-1799,MO,77960,*,*,*,*,*,*,*,*,*,*
15-2031,MO,64790,65900,70030,67410,63420,59780,61020,58540,53890,48370,50840
17-0000,MO,68280,67690,66080,65320,60490,58480,57790,55310,53020,52040,49610
17-2061,MO,93230,93910,116740,102600,-1,73310,73250,64330,60910,62230,61130
17-2112,MO,75530,73650,71350,72590,68580,69160,65140,65650,61560,58280,56170
17-3026,MO,52070,44470,42690,44850,44210,47630,44580,43010,40360,37810,40420
19-0000,MO,57000,57820,55330,53340,50610,49850,50100,48520,48290,47490,43480
25-1021,MO,54100,64890,66700,67270,63660,57290,54660,49740,44150,45420,45440
27-0000,MO,43900,45160,45460,43660,40990,39880,39730,38150,37540,34710,33230
27-1014,MO,50050,47610,46850,52450,55140,-1,42470,35720,35730,36340,41700
27-1024,MO,44910,44180,43370,38940,38850,39330,38810,36090,36300,34970,34850
27-3042,MO,55800,54830,55000,58560,55640,*,48530,48240,44270,42220,37720
29-2071,MO,32880,31630,30660,29190,27750,26190,26110,25300,25200,24680,22430
41-4011,MO,75030,72670,76060,73730,74160,67550,63690,63640,58710,55710,57780
43-9011,MO,36670,36020,35530,39470,38260,36940,32910,30090,29560,29180,28230
43-9021,MO,26620,26980,26400,25490,24710,23770,23510,22250,21860,21040,20590
43-9031,MO,35250,38170,40930,37840,35650,31600,32030,28520,28290,26610,23260
45-0000,MO,27440,26780,25000,24200,23190,21020,21070,20740,21180,20480,20570
49-2011,MO,40520,37580,36130,35690,35830,36670,36900,34910,34720,31570,29970
51-4011,MO,31580,32330,30460,31150,30540,29070,29270,30440,29520,27840,27130
51-4012,MO,46750,43490,44130,44090,44660,43550,41020,37870,39380,37370,36620
11-3021,MT,96910,93120,93020,80010,69540,67450,67180,63650,60910,55390,52460
13-0000,MT,52650,51370,50410,49410,46610,44260,43660,42310,41000,38520,37130
13-1081,MT,58320,52500,52270,55850,56820,50000,49230,*,*,*,*
13-1111,MT,66820,67720,66630,61420,56190,51330,56570,49490,60760,59180,50840
15-0000,MT,53690,51900,55360,55110,54630,50950,46410,45800,46260,41460,40610
15-1011,MT,*,55060,46240,46240,*,*,*,*,35640,36770,33160
15-1021,MT,*,49190,54150,52310,55430,47690,48280,52370,51430,47390,46370
15-1031,MT,*,64280,65030,66820,57370,55060,57410,53230,56660,49370,50390
15-1032,MT,*,71440,70470,63280,63670,62310,68790,77390,76500,60130,61550
15-1041,MT,*,37850,37740,35770,32720,31990,31680,31520,34410,33450,32720
15-1051,MT,*,60230,60710,67720,64830,-1,56040,54870,57170,51130,48630
15-1061,MT,*,50020,51330,50920,47770,42010,41860,38750,40150,36470,32870
15-1071,MT,*,51690,51720,49760,-1,44630,44160,42290,43440,42060,40170
15-1081,MT,*,57100,53210,49290,44750,41990,41790,42520,42350,36690,34390
15-1099,MT,*,56890,60900,63430,56690,45190,44710,*,*,*,*
15-1121,MT,62760,*,*,*,*,*,*,*,*,*,*
15-1131,MT,57190,*,*,*,*,*,*,*,*,*,*
15-1132,MT,59530,*,*,*,*,*,*,*,*,*,*
15-1133,MT,69620,*,*,*,*,*,*,*,*,*,*
15-1141,MT,53370,*,*,*,*,*,*,*,*,*,*
15-1142,MT,52760,*,*,*,*,*,*,*,*,*,*
15-1150,MT,38280,*,*,*,*,*,*,*,*,*,*
15-1179,MT,58820,*,*,*,*,*,*,*,*,*,*
15-1799,MT,57660,*,*,*,*,*,*,*,*,*,*
15-2031,MT,54000,49450,47210,44190,52800,57160,53700,47110,36150,52130,*
17-0000,MT,61500,57130,54510,51250,48870,46320,47040,45710,44890,45370,44750
17-2061,MT,78370,*,41550,*,49640,*,*,*,*,70370,67550
17-2112,MT,82460,70970,68170,70770,64920,61670,61280,55210,56390,52870,46240
17-3026,MT,60620,42140,49870,50650,-1,37210,39460,42010,42200,*,53220
19-0000,MT,47250,46290,44710,45050,40900,39870,42140,43050,44000,42170,39890
25-1021,MT,49250,49000,50750,49180,40320,46720,45350,43950,42900,44150,45680
27-0000,MT,34810,32420,32590,30600,29860,28720,28430,28380,27930,27170,26250
27-1014,MT,*,*,*,37960,*,*,*,*,*,*,41040
27-1024,MT,36860,37420,35400,31440,27710,26420,29630,30710,29570,28470,27330
27-3042,MT,-1,38800,45830,45280,45430,41050,38220,34250,36640,42400,42670
29-2071,MT,30770,30800,30200,28790,26960,24280,24320,21720,21250,21250,21100
41-4011,MT,59560,62370,48470,50260,48700,47270,48940,64550,57780,56890,49820
43-9011,MT,31790,30210,30100,30460,27200,26450,24760,21920,22930,23280,22330
43-9021,MT,26170,25700,22550,22610,20600,19810,20200,20600,20670,19270,19650
43-9031,MT,*,28690,32650,36890,33780,28940,28230,27690,27240,23770,20350
45-0000,MT,31700,30340,30050,28820,27930,25320,25860,25330,28460,27130,25830
49-2011,MT,35220,35730,35670,34560,32290,29320,29240,30520,31970,30180,30250
51-4011,MT,32320,35890,33880,31130,30970,30440,30110,*,22700,*,*
11-3021,NE,107100,99040,100270,98890,91620,84770,83790,82570,76620,73510,68130
13-0000,NE,59490,56990,55490,54150,52450,50710,50010,48500,46010,43540,41300
13-1081,NE,69980,66460,62010,61660,59490,53660,54730,*,*,*,*
13-1111,NE,70000,67290,64760,65810,63730,60690,60380,57740,57320,53310,52600
15-0000,NE,65530,65630,63950,62590,59290,57760,57180,55200,52950,52730,50380
15-1011,NE,*,77680,73530,*,57440,*,65630,62670,58480,45080,41540
15-1021,NE,*,65410,61180,63700,59360,60940,57470,55650,54030,53180,50160
15-1031,NE,*,74530,74080,70350,66510,63090,62400,*,61170,59460,57660
15-1032,NE,*,77670,75440,72400,74620,73680,70560,67030,62410,67870,61600
15-1041,NE,*,40200,39190,38850,38690,37750,37610,38070,37610,37090,35320
15-1051,NE,*,69380,67830,69180,64250,63260,62040,58770,53970,55400,53210
15-1061,NE,*,71810,68720,66240,63470,62480,62550,62150,59030,56330,53440
15-1071,NE,*,62960,61140,61540,59710,57960,56500,56000,54170,51730,53480
15-1081,NE,*,65270,63020,62620,59430,58060,55930,52580,47640,47110,43220
15-1099,NE,*,68820,67050,64800,61060,-1,60500,*,*,*,*
15-1111,NE,81740,*,*,*,*,*,*,*,*,*,*
15-1121,NE,69250,*,*,*,*,*,*,*,*,*,*
15-1131,NE,62820,*,*,*,*,*,*,*,*,*,*
15-1132,NE,69620,*,*,*,*,*,*,*,*,*,*
15-1133,NE,78110,*,*,*,*,*,*,*,*,*,*
15-1141,NE,72640,*,*,*,*,*,*,*,*,*,*
15-1142,NE,65600,*,*,*,*,*,*,*,*,*,*
15-1150,NE,45470,*,*,*,*,*,*,*,*,*,*
15-1179,NE,68170,*,*,*,*,*,*,*,*,*,*
15-1799,NE,73010,*,*,*,*,*,*,*,*,*,*
15-2031,NE,66880,64890,68700,69110,57950,53770,51870,48940,48070,50220,43430
17-0000,NE,62670,61070,58730,58000,58180,58260,54690,53040,50850,49950,49150
17-2061,NE,81070,72770,70970,72610,73820,69240,68900,63410,60890,64610,61890
17-2112,NE,70610,69870,68040,64600,63170,62210,63470,60960,56250,55110,53000
17-3026,NE,46840,47890,46120,46700,53880,51220,49980,46710,37520,37480,34690
19-0000,NE,54730,54970,53250,51870,49290,47610,46500,45330,42560,40690,38780
25-1021,NE,76950,67060,63420,58150,53790,52480,51500,53980,50170,54460,45860
27-0000,NE,37800,38190,37560,36990,34180,34110,33860,33330,31180,30780,31420
27-1014,NE,40440,40060,38390,42560,47110,36450,35330,31590,32960,32420,31380
27-1024,NE,37630,38290,37750,36810,34370,33380,33180,33120,33020,32140,29520
27-3042,NE,50050,50100,46810,47150,46910,45700,45320,44710,45900,41480,41100
29-2071,NE,34320,32180,30950,29920,28330,26690,25940,24820,24530,24370,23860
41-4011,NE,76580,70960,71290,67300,63210,60830,60820,55030,50360,50340,47770
43-9011,NE,30300,31410,30570,28720,28540,27740,27730,28950,29730,28940,27050
43-9021,NE,25860,25310,24460,22950,22940,22610,22220,21290,20440,19870,19950
43-9031,NE,24280,25550,28840,31540,29400,28590,31240,31440,28880,30770,24420
45-0000,NE,28330,26590,25920,26030,25510,23220,22370,21280,21230,21040,20260
49-2011,NE,37400,39660,38710,38080,35670,34410,32990,31260,32830,32340,30880
51-4011,NE,33700,33550,32600,30640,31570,30220,29600,29680,29000,28710,26990
51-4012,NE,33920,37680,38200,38680,36810,34530,31880,35900,34730,*,*
11-3021,NV,106270,105410,96950,95400,90650,88810,90830,82890,80120,75430,70420
13-0000,NV,62370,59370,60970,59270,57830,53910,54070,54750,50920,47040,43990
13-1081,NV,64380,66980,-1,-1,59800,70640,69830,*,*,*,*
13-1111,NV,81470,80820,83760,86270,85390,68700,67060,69250,75020,57400,50730
15-0000,NV,65410,64960,63230,63210,59200,55830,55850,54870,50120,47980,45120
15-1011,NV,*,87600,84610,104670,100260,99190,96150,*,*,*,*
15-1021,NV,*,68710,66660,65910,64030,61890,62410,57240,54790,55130,54270
15-1031,NV,*,76790,76470,78550,76520,70410,73960,84380,70080,62730,58900
15-1032,NV,*,83470,81490,82620,77970,77210,77100,68280,58230,68290,51320
15-1041,NV,*,46630,45070,42240,36620,35000,35410,33860,34130,31110,30910
15-1051,NV,*,73350,71420,72960,69190,68210,67610,65640,62410,61550,57010
15-1061,NV,*,72790,72570,65610,63680,60610,57240,56980,58830,59300,60600
15-1071,NV,*,62560,60560,61900,65200,55700,57340,53350,52080,50510,49560
15-1081,NV,*,77410,71590,68560,64430,57570,57210,52500,52280,47570,46150
15-1099,NV,*,64720,63330,57780,55980,61410,61240,*,*,*,*
15-1121,NV,74110,*,*,*,*,*,*,*,*,*,*
15-1131,NV,69930,*,*,*,*,*,*,*,*,*,*
15-1132,NV,77720,*,*,*,*,*,*,*,*,*,*
15-1133,NV,83910,*,*,*,*,*,*,*,*,*,*
15-1141,NV,70860,*,*,*,*,*,*,*,*,*,*
15-1142,NV,69830,*,*,*,*,*,*,*,*,*,*
15-1150,NV,46940,*,*,*,*,*,*,*,*,*,*
15-1179,NV,74680,*,*,*,*,*,*,*,*,*,*
15-1799,NV,65510,*,*,*,*,*,*,*,*,*,*
15-2031,NV,73910,82540,77440,77210,72570,67340,67850,54170,51020,49380,47970
17-0000,NV,73890,70970,68200,65340,61910,60470,60560,57200,54630,52510,49730
17-2061,NV,83440,76770,68800,74260,74970,73830,70150,68840,68980,59080,59300
17-2112,NV,73450,70840,65470,60060,59520,67680,67370,69470,58900,59890,58230
17-3026,NV,44460,43960,42650,41210,*,42150,43780,40770,38220,*,31780
19-0000,NV,61560,62440,58350,59840,54560,56400,54080,51590,46100,43270,39670
25-1021,NV,58870,62740,61990,*,48280,46410,45310,44410,42310,45460,38340
27-0000,NV,49010,47320,46530,47770,48090,48550,45960,43520,40160,39850,38930
27-1014,NV,55060,59800,60700,51620,46010,43980,47940,42000,45010,44380,41250
27-1024,NV,47300,46490,47400,46620,44690,42620,40790,46790,47700,42150,35060
27-3042,NV,50440,53300,53200,69530,64470,65490,68530,51910,48390,43590,42600
29-2071,NV,36880,35850,36110,34000,32060,30060,31170,30070,27690,26610,24370
41-4011,NV,99600,79570,70080,69620,73370,75200,76770,71270,66720,55250,55660
43-9011,NV,37040,38330,39140,37000,33160,31730,31250,30980,29980,29450,28870
43-9021,NV,26720,26210,25080,25650,24350,24720,24620,24520,21650,21210,20900
43-9031,NV,37070,36460,36950,36880,31440,29200,28560,34500,35660,32160,36910
45-0000,NV,34900,35690,30240,26310,24240,27140,27380,27370,28500,26250,25530
49-2011,NV,41110,42100,39930,37760,35500,35390,35490,32920,33680,33730,33760
51-4011,NV,38470,37700,34720,30990,30510,31360,29590,30440,25580,25160,27230
51-4012,NV,*,52150,47460,45200,44270,48860,45580,*,*,*,*
11-3021,NH,122610,120420,115550,109690,99760,97180,97020,93060,82180,74950,71370
13-0000,NH,62390,59650,59410,58090,55330,54550,53570,52670,49990,48120,48170
13-1081,NH,72830,70000,67210,62050,59490,56950,57480,*,*,*,*
13-1111,NH,93380,93790,96710,95040,86200,83440,77200,73920,77610,73530,77060
15-0000,NH,77850,77610,75350,71470,69620,67440,69560,65160,58830,58160,55840
15-1011,NH,*,113560,111470,105880,96340,98920,97940,98690,64410,70510,73010
15-1021,NH,*,64290,62260,55670,53040,54710,60120,58440,54500,51750,49820
15-1031,NH,*,90390,88180,85710,83360,79400,78340,77190,74950,74120,71770
15-1032,NH,*,101820,97310,93980,88610,89980,93670,83620,78380,71640,60940
15-1041,NH,*,47860,46740,45940,43850,41880,42690,40570,38420,37270,36260
15-1051,NH,*,79870,79730,74940,71250,68490,68540,70090,62350,65000,63400
15-1061,NH,*,80950,75630,65320,67820,67070,68110,65780,54300,55260,52570
15-1071,NH,*,65800,65490,62740,60590,58540,60550,56120,51890,49740,46970
15-1081,NH,*,68220,66100,63890,59950,59790,57440,56400,49590,45660,43610
15-1099,NH,*,67710,72010,73500,70910,59890,64690,*,*,*,*
15-1111,NH,112840,*,*,*,*,*,*,*,*,*,*
15-1121,NH,76510,*,*,*,*,*,*,*,*,*,*
15-1131,NH,65960,*,*,*,*,*,*,*,*,*,*
15-1132,NH,91130,*,*,*,*,*,*,*,*,*,*
15-1133,NH,103870,*,*,*,*,*,*,*,*,*,*
15-1141,NH,81020,*,*,*,*,*,*,*,*,*,*
15-1142,NH,67790,*,*,*,*,*,*,*,*,*,*
15-1150,NH,51350,*,*,*,*,*,*,*,*,*,*
15-1179,NH,72270,*,*,*,*,*,*,*,*,*,*
15-1799,NH,71780,*,*,*,*,*,*,*,*,*,*
15-2031,NH,64210,63540,62250,60120,58470,54940,61950,61270,59090,65070,56700
17-0000,NH,71320,68560,67580,67240,65130,61170,60280,58300,55000,53480,49830
17-2061,NH,97600,98630,103200,104820,*,92350,84210,99770,*,*,63970
17-2112,NH,77170,75180,75830,74200,71970,70400,66250,64900,62460,61160,57860
17-3026,NH,48440,47740,47550,47220,45780,43240,41340,38100,36580,36240,34030
19-0000,NH,60530,59850,57360,55450,55000,53380,55580,51130,48830,45650,44840
25-1021,NH,84700,79940,75130,66010,62160,64070,64190,66390,55520,55630,49390
27-0000,NH,46010,46060,45830,41800,42190,40180,40170,39130,36660,35960,35200
27-1014,NH,61760,*,*,*,45080,46120,41910,42760,41000,38730,39230
27-1024,NH,42640,42100,41620,39910,38100,36520,37560,37450,35560,34470,32810
27-3042,NH,75290,74150,72720,69680,66300,62810,60350,56640,56760,55950,53840
29-2071,NH,33160,32630,31350,30990,29790,28390,28330,27780,26140,25770,24800
41-4011,NH,97800,93680,92890,77120,69650,69090,71000,70510,67550,61630,65480
43-9011,NH,38600,33240,32870,30970,38630,36010,35160,33080,31190,32230,30780
43-9021,NH,27400,27150,27340,26550,25630,25290,24990,23310,22890,22210,21460
43-9031,NH,39340,39160,35600,36240,36510,35180,35450,31170,31920,31320,30260
45-0000,NH,29060,28900,31140,29930,26610,25780,24520,25390,26180,26590,25910
49-2011,NH,37010,38210,38330,37840,40040,39130,38760,37090,34100,33790,31090
51-4011,NH,35080,32850,32840,32340,32270,32670,31650,31700,31480,30390,29240
51-4012,NH,50180,50210,50850,41880,35880,36290,37960,31900,34830,34920,37050
11-3021,NJ,142860,139880,134850,131800,125460,124840,121670,115120,113080,101150,96780
13-0000,NJ,73300,72730,71250,69570,67220,64100,62580,61570,59390,57180,56640
13-1081,NJ,80950,83470,81420,79290,75490,69390,67860,*,*,*,*
13-1111,NJ,90480,90770,89140,90610,88510,84320,83160,89370,81210,72150,68950
15-0000,NJ,85570,84390,83120,81310,78240,76190,74940,71550,69250,68360,66160
15-1011,NJ,*,106310,105120,104260,95050,84470,89570,93150,88230,87800,84760
15-1021,NJ,*,80650,78500,83000,81930,79880,76930,67770,67340,69040,70020
15-1031,NJ,*,94010,91110,89590,86430,85970,85610,83850,79340,76100,73140
15-1032,NJ,*,100150,98820,98640,95630,96780,93230,92260,82170,82560,80650
15-1041,NJ,*,51210,50410,49700,48900,47100,46680,48040,48060,47330,45940
15-1051,NJ,*,89270,89390,85400,82150,77850,78570,76260,76370,75230,72330
15-1061,NJ,*,81410,81520,77960,73850,71020,68030,67480,67340,67770,65690
15-1071,NJ,*,81160,81550,76530,72280,70190,70220,69910,68060,66120,62750
15-1081,NJ,*,90120,89300,82670,78460,73660,71850,70300,68520,66720,66630
15-1099,NJ,*,72970,76910,72980,73050,60280,65730,*,*,*,*
15-1111,NJ,101910,*,*,*,*,*,*,*,*,*,*
15-1121,NJ,90240,*,*,*,*,*,*,*,*,*,*
15-1131,NJ,82800,*,*,*,*,*,*,*,*,*,*
15-1132,NJ,96380,*,*,*,*,*,*,*,*,*,*
15-1133,NJ,101570,*,*,*,*,*,*,*,*,*,*
15-1141,NJ,82750,*,*,*,*,*,*,*,*,*,*
15-1142,NJ,80270,*,*,*,*,*,*,*,*,*,*
15-1150,NJ,53500,*,*,*,*,*,*,*,*,*,*
15-1179,NJ,89830,*,*,*,*,*,*,*,*,*,*
15-1799,NJ,76640,*,*,*,*,*,*,*,*,*,*
15-2031,NJ,87410,87980,90390,91050,89300,83150,72100,69260,70000,69220,57560
17-0000,NJ,80450,78410,76770,74800,71850,68410,66710,63930,62550,60790,57950
17-2061,NJ,100610,98700,99050,96100,88330,83640,77730,76180,75990,75900,71940
17-2112,NJ,84080,83780,81180,76650,74150,72160,71940,72100,69470,66130,65870
17-3026,NJ,57480,56690,57260,51550,51500,56310,54040,50700,51690,46310,47520
19-0000,NJ,77890,76420,74470,71410,67030,65340,65780,61720,60020,57240,53280
25-1021,NJ,89970,91750,85900,79180,72840,66910,67280,63740,59690,61870,56910
27-0000,NJ,54690,54060,53630,51050,49670,46210,45670,44860,45350,46220,46330
27-1014,NJ,60430,59380,54400,50930,53930,54670,53230,50090,49440,42500,41390
27-1024,NJ,50720,50850,49590,49040,48210,46330,45070,41750,40210,41280,40230
27-3042,NJ,72210,69360,65760,63070,66440,63740,64560,63480,59950,60760,58490
29-2071,NJ,47050,45750,44470,42600,40230,38430,37350,33790,31660,30960,28610
41-4011,NJ,102950,96820,92490,84090,79830,78370,77050,77200,74590,70730,69570
43-9011,NJ,41910,41110,41210,39660,38770,37300,36450,36430,36010,35270,34690
43-9021,NJ,31050,30620,29470,28790,28200,27650,27670,26160,25970,25460,24520
43-9031,NJ,47550,44380,41800,40370,41080,38840,41490,40420,41270,40480,37410
45-0000,NJ,26160,24780,23220,23340,26120,*,19630,20400,18620,20290,20280
49-2011,NJ,44390,42970,44290,44300,43800,42790,42120,42480,40500,39390,38380
51-4011,NJ,42830,40120,39680,40640,38980,36250,36500,43560,34270,34010,33530
51-4012,NJ,46970,48060,48690,46740,47090,44910,48680,49870,48990,48080,45950
11-3021,NM,103370,97230,93570,91100,81230,75450,76560,77120,71910,68210,66800
13-0000,NM,63260,61670,58580,56470,53450,49100,47890,45520,44130,42340,40570
13-1081,NM,83190,72530,71820,72300,87380,*,*,*,*,*,*
13-1111,NM,80570,82000,77060,73560,67780,61270,59860,58160,57350,51860,50050
15-0000,NM,71980,70760,69730,67960,63280,60370,61230,59020,56040,53920,54260
15-1011,NM,*,85890,81720,84500,*,74980,73510,81500,80850,76620,73930
15-1021,NM,*,90470,84110,74890,65550,61300,63290,57390,55310,56140,54480
15-1031,NM,*,85760,82760,82720,71990,65760,67020,66740,68860,64990,64980
15-1032,NM,*,94230,95740,93570,93970,87510,*,80240,68910,65940,61160
15-1041,NM,*,45190,45190,43740,40750,38360,39660,37710,35830,36460,41460
15-1051,NM,*,75020,73500,72000,56140,59490,60260,60890,57100,55470,53470
15-1061,NM,*,65200,58120,56760,54530,53300,53300,50250,45740,45730,45760
15-1071,NM,*,57230,55810,54340,54310,50350,50160,49560,48810,46940,47360
15-1081,NM,*,61930,64410,65690,66640,59320,60810,52740,51800,50000,49490
15-1099,NM,*,75830,70100,68080,68840,59660,59610,*,*,*,*
15-1111,NM,88130,*,*,*,*,*,*,*,*,*,*
15-1121,NM,79710,*,*,*,*,*,*,*,*,*,*
15-1131,NM,79510,*,*,*,*,*,*,*,*,*,*
15-1132,NM,84560,*,*,*,*,*,*,*,*,*,*
15-1133,NM,92140,*,*,*,*,*,*,*,*,*,*
15-1141,NM,69920,*,*,*,*,*,*,*,*,*,*
15-1142,NM,70310,*,*,*,*,*,*,*,*,*,*
15-1150,NM,48650,*,*,*,*,*,*,*,*,*,*
15-1179,NM,72080,*,*,*,*,*,*,*,*,*,*
15-1799,NM,69380,*,*,*,*,*,*,*,*,*,*
15-2031,NM,78180,79030,85760,82270,77760,*,62440,62460,64340,62330,58240
17-0000,NM,79710,74080,70430,68510,65150,62610,62780,60750,59520,56900,52470
17-2061,NM,90910,86260,87390,*,*,79250,77880,74470,67000,67760,62440
17-2112,NM,96130,90520,89070,82350,81590,70970,72690,63820,63740,62040,57430
17-3026,NM,57380,58000,57770,56960,*,50390,50840,49710,41260,39570,31500
19-0000,NM,71930,72190,71460,73900,59010,68210,69850,64580,57590,56800,53870
25-1021,NM,62700,57150,55960,57960,60050,57590,57030,52610,48270,46560,47560
27-0000,NM,42160,42170,44350,40910,37230,35210,35520,34210,32960,32900,32150
27-1014,NM,*,51070,45060,49750,*,37830,38420,42160,43510,42430,44710
27-1024,NM,44910,42890,43000,35810,34360,32420,36200,36710,35180,34540,35410
27-3042,NM,59380,68890,70550,62170,50500,49680,50070,50970,49190,46520,46940
29-2071,NM,32070,30890,30080,29120,26580,25990,25570,23990,23090,23320,22610
41-4011,NM,79030,72460,71460,59330,61280,60310,60070,62420,55230,50170,51060
43-9011,NM,35320,38530,37660,35300,30360,30480,30050,29520,27520,25840,25370
43-9021,NM,23530,23900,22020,21770,20660,20550,20060,21170,19530,19740,19440
43-9031,NM,*,*,35930,26230,28050,31750,*,25770,27140,25570,25580
45-0000,NM,21290,21450,18660,16510,16060,15220,15400,14860,14400,13770,13010
49-2011,NM,34670,45360,43130,42680,38200,47680,47740,40070,31660,31380,30770
51-4011,NM,36130,*,*,*,34870,33410,33850,32580,27810,25910,24490
11-3021,NY,142910,138020,136920,133350,125320,120320,119800,115210,110870,100250,97340
13-0000,NY,82650,81110,79110,74810,69770,66580,66110,65360,62000,58800,58050
13-1081,NY,66940,65880,69880,68500,69220,68280,66540,*,*,*,*
13-1111,NY,100350,92390,92970,87690,82360,75990,76890,73500,69380,64220,62820
15-0000,NY,80010,78920,78520,77560,74080,71510,70280,68300,66150,63910,62020
15-1011,NY,*,97460,96840,109220,106880,99730,86650,71340,71770,69540,72700
15-1021,NY,*,77540,74810,73430,70310,68810,68600,69220,68380,67720,64810
15-1031,NY,*,93910,90550,89420,85450,83940,80900,76400,73900,70800,68370
15-1032,NY,*,97370,97490,96200,90250,87430,83300,77460,72340,68830,71150
15-1041,NY,*,52570,51690,51180,48870,48710,49530,50410,48700,48980,44420
15-1051,NY,*,84060,86860,84310,80670,74360,73920,71110,69370,69410,68760
15-1061,NY,*,82290,82450,80400,75610,73730,71300,72010,70080,68310,66560
15-1071,NY,*,78960,78330,77500,74920,71590,70760,68500,64920,62480,59200
15-1081,NY,*,80950,80330,78040,75410,72400,70740,66670,66750,62950,62000
15-1099,NY,*,77530,76070,72320,70940,73860,71620,*,*,*,*
15-1111,NY,88980,*,*,*,*,*,*,*,*,*,*
15-1121,NY,83780,*,*,*,*,*,*,*,*,*,*
15-1131,NY,78680,*,*,*,*,*,*,*,*,*,*
15-1132,NY,94510,*,*,*,*,*,*,*,*,*,*
15-1133,NY,96690,*,*,*,*,*,*,*,*,*,*
15-1141,NY,81310,*,*,*,*,*,*,*,*,*,*
15-1142,NY,79770,*,*,*,*,*,*,*,*,*,*
15-1150,NY,54280,*,*,*,*,*,*,*,*,*,*
15-1179,NY,84910,*,*,*,*,*,*,*,*,*,*
15-1799,NY,77680,*,*,*,*,*,*,*,*,*,*
15-2031,NY,103610,94450,91130,81080,78610,70820,66460,66360,62220,64110,61440
17-0000,NY,75010,74070,73100,70680,68000,66560,65270,62600,61010,58400,56320
17-2061,NY,115240,110980,113880,99480,94930,92890,88950,84970,90110,81010,75260
17-2112,NY,78730,78980,77670,75490,70980,68310,67810,64140,62850,59890,58960
17-3026,NY,50630,47420,48290,54330,51700,49140,50210,43940,44580,45560,47120
19-0000,NY,65070,65070,65520,64530,62860,60300,60190,59470,58520,54880,54400
